기사 제목,내용,링크
"라인게임즈, 매치3 퍼즐 '헬로키티 프렌즈 매치' 소프트론칭",라인게임즈는 개발 관계사 슈퍼어썸이 개발하고 자사가 서비스 예정인 신작 모바일 매치3 퍼즐 타이틀 ‘헬로키티 프렌즈 매치(Hello Kitty Friends Match)’ 그랜드 론칭에 앞서 소프트론칭을 실시하고 사,https://n.news.naver.com/mnews/article/018/0005989464
모바일 전략 게임 'SD건담 지 제네레이션 이터널' 출시,반다이남코엔터테인먼트는 모바일 전략 게임 'SD건담 지 제네레이션 이터널'을 앱스토어 및 구글플레이에 출시했다.'SD건담 지 제네레이션 이터널'은 역대 건담 작품 중 게이머가 좋아하는 모빌슈트와 캐릭터로 자신만의 부대를 만들어 건담 세계관을 체험하는 전략 게임인 '지 제네레이션'...,https://n.news.naver.com/mnews/article/236/0000248465
"[콘텐츠 핫&뉴] ‘발할라 서바이벌’, ‘길드 토벌’ 등 업데이트",라이온하트 스튜디오(의장 김재영)는 핵앤슬래시 로그라이크 모바일 게임 ‘발할라 서바이벌’에서 다양한 콘텐츠 업데이트를 진행했다고 16일 밝혔다. 이번 업데이트에서는 새로운 길드 콘텐츠 ‘길드 토벌’이 도입됐다. 신규,https://n.news.naver.com/mnews/article/009/0005477494
"日, '닌텐도 스위치' 불법 개조 첫 처벌...집행유예 및 벌금 선고",닌텐도 스위치의 불법 개조 기기의 판매와 관련해 일본에서 첫 형사 처벌이 내려졌다. 해외 매체의 보도에 따르면 일본의 고치지방재판소는 지난 14일 닌텐도 스위치를 불법 개조해 인터넷으로 판매하려 한 남성에 대해 징역,https://n.news.naver.com/mnews/article/347/0000186001
"넥슨, '아크 레이더스' 2차 테스트로 '크로스 플레이' 점검",(제공=넥슨). 넥슨이 신작 게임 '아크 레이더스'의 2차 테스트를 통해 '크로스 플레이' 등 다양한 기능을 점검한다.넥슨(공동 대표 강대현∙김정욱)은 자회사 엠바크 스튜디오(대표 패트릭 쇠더룬드)에서 개발 중인 PvPvE 서바이벌 액션 게임 '아크 레이더스(ARC Raiders)'의 두 번째 테크니컬 테스트를...,https://n.news.naver.com/mnews/article/347/0000185999
"게임이용자협회, 대선 앞두고 주요 정당 찾아 '공약 제안서' 전달","한국게임이용자협회는 협회 구성원들의 의견을 취합해 작성한 '이용자 정책 제안서'를 주요 정당에 전달했다고 16일 밝혔다. 주요 정당에는 오는 제21대 대통령 선거에 후보를 내기로 한 국민의힘, 더불어민주당, 개혁신당",https://n.news.naver.com/mnews/article/119/0002946021
"선시안 '더 스파이크 크로스', 글로벌 다운로드 1억 돌파…배구 게임 최초",베트남·인도네시아 인기 이어 일본·인도 진출 서비스 7주년 맞이 디자인 전면 리워크…스팀 진출도 예고 게임 개발·운영 스타트업 선시안이 자사가 개발·서비스하는 2D 모바일 배구 게임 '더 스파이크 크로스'의 누적 다,https://n.news.naver.com/mnews/article/629/0000382563
"넥슨 신작 '아크 레이더스', 4월 30일 2차 테크니컬 테스트 실시",넥슨은 자회사 엠바크 스튜디오가 개발 중인 서바이벌 액션 신작 '아크 레이더스'의 두 번째 테크니컬 테스트를 4월 30일부터 실시한다고 16일 밝혔다. 아크 레이더스는 콘솔 및 PC 패키지로 제작하고 있는 익스트랙션,https://n.news.naver.com/mnews/article/119/0002946015
"SKT-경찰청, 4개월간 악성앱 2610건 차단",SK텔레콤은 경찰청과 손잡고 지난해 12월부터 올해 3월까지 총 2610건의 악성앱을 발견해 차단했다고 16일 밝혔다. 경찰은 피해자에게 출동해 삭제 조치를 하는 등 4개월간 약 1070억원의 피해를 예방했다. SK,https://n.news.naver.com/mnews/article/241/0003429920
"넥슨, '아크 레이더스' 4월 30일 2차 테크니컬 테스트 시작",넥슨은 자회사 엠바크 스튜디오에서 개발 중인 서바이벌 액션 신작 '아크 레이더스'의 두 번째 테크니컬 테스트를 4월 30일부터 개시한다고 오늘(16일) 밝혔다. '아크 레이더스'는 콘솔 및 PC 패키지로 개발 중인 ,https://n.news.naver.com/mnews/article/052/0002181026
"넷마블 엠엔비, '이거 완전 럭키쿵야잖아' 카카오 이모티콘 출시",넷마블의 콘텐츠 마케팅 자회사 엠엔비는 '쿵야 레스토랑즈' 카카오 이모티콘 7탄 '이거 완전 럭키쿵야잖아'를 출시했다고 16일 밝혔다. 이번 이모티콘은 반복되는 일상에서도 행복을 찾아내는 쿵야 레스토랑 주방장 양파쿵,https://n.news.naver.com/mnews/article/119/0002946011
"한국 e스포츠협회, '2025 이스포츠 동호인 대회' 시작",한국e스포츠협회(이하 협회)가 지난 15일 전국 40개 이스포츠 시설 운영자를 대상으로 '2025 이스포츠 동호인 대회' 사업설명회를 개최했다고 오늘(16일) 밝혔다. 이번 설명회에는 전국 40개 이스포츠 시설 운영,https://n.news.naver.com/mnews/article/052/0002181022
"LGU+, 시각장애인 버스 탑승 솔루션 실증 완료",LG유플러스는 현대자동차∙기아 주관으로 시각장애인의 대중교통 이용을 돕는 단말 실증 사업을 마쳤다고 16일 밝혔다. LG유플러스와 현대자동차∙기아는 시각장애인의 교통 불편을 해소하기 위해 버스 ,https://n.news.naver.com/mnews/article/241/0003429917
"코그, 탑다운 전략 슈팅 '리턴 얼라이브' 글로벌 직접 서비스",코그(대표 이종원)는 탑다운 전략 슈팅 게임 '리턴 얼라이브'를 자체 글로벌 게임 서비스 플랫폼 '코그게임즈'를 통해 직접 서비스한다고 16일 밝혔다. 리턴 얼라이브의 직접 서비스는 글로벌 이용자에게 보다 나은 게임,https://n.news.naver.com/mnews/article/031/0000925068
[무한확장하는 슈퍼 IP] 커지는 K-콘텐츠 성장세에 IP가 '金',모바일 게임을 즐기고 있는 한 시민의 모습. 뉴시스 #출근길 지하철에서 스마트폰을 들여다보던 30대 직장인 김윤서(가명)씨는 옆자리 승객의 화면을 보고 깜짝 놀랐다. 평소 즐겨보던 인기 웹툰 속 주인공이 게임 속에서,https://n.news.naver.com/mnews/article/396/0000706455
"삼성 갤럭시, '판매' 노태문·'개발' 최원준 양날개",삼성전자가 모바일 사업 리더십을 '판매'와 '개발'로 세분화했다. DX(디바이스 경험)부문 직무대행을 겸하는 노태문 MX(모바일 경험)사업부장의 부담을 덜기 위한 것으로 풀이된다. 노태문 직무대행은 16일 MX사업부,https://n.news.naver.com/mnews/article/241/0003429915
"‘무패 행진’ 젠지, 3주차도 기세 이어갈까…OK저축은행과 설욕전",젠지 팀 선수들. LCK 제공 2025 LCK 정규 시즌에서 한 번도 패배하지 않은 젠지가 3주차에도 그 기세를 이어갈지 관심이다. 특히 지난 LCK컵에서 OK저축은행 브리온에게 당한 패배를 설욕할 수 있을지 관심이,https://n.news.naver.com/mnews/article/396/0000706454
"라인게임즈, 퍼즐 게임 '헬로키티 프렌즈 매치' 소프트 론칭",라인게임즈는 개발 관계사 슈퍼어썸이 개발한 모바일 퍼즐 게임 '헬로키티 프렌즈 매치'를 소프트 론칭한다고 16일 밝혔다. 소프트 론칭은 게임을 정식 출시하기 전에 이용자 피드백을 수집해 완성도를 높이고자 특정 국가나,https://n.news.naver.com/mnews/article/001/0015334339
"에이수스, GeForce RTX 5060Ti 시리즈 그래픽카드 국내 출시","에이수스 코리아(이하 에이수스)는 NVIDIA Blackwell 아키텍처 기반의 NVIDIA® GeForce RTX™ 5060Ti TUF Gaming, PRIME, Dual 시리즈 그래픽카드 국내 출시를 발표했다.NVIDIA Blackwell 아키텍처를 기반으로 하는 에이수스 그래픽카드는 Auto-Ext...",https://n.news.naver.com/mnews/article/236/0000248463
"기가바이트, 최첨단 냉각 시스템을 갖춘 GeForce RTX 5060 Ti 및 5060 출시","기가바이트(GIGABYTE)가 NVIDIA Blackwell 아키텍처 기반 GeForce RTX™ 5060 Ti 및 GeForce RTX™ 5060 시리즈 그래픽 카드를 출시한다. 해당 제품은 4월 16일부터 공식 판매 예정이며, 유명 게이머, 크리에이터, AI 입문자를 위한 최적의 성능과 냉각 효율...",https://n.news.naver.com/mnews/article/236/0000248462
"그라비티, ‘라그나로크 X 한맥푸드’ 컬래버레이션 제품 출시",글로벌 게임 기업 그라비티가 대표 IP ‘라그나로크’와 ‘한맥푸드’ 및 ‘먼치(MUNCH)’와의 제휴를 맺고 콜라보레이션 제품을 16일 출시했다. 그라비티는 이번 제휴를 통해 라그나로크 몬스터즈 캐릭터가 디자인된 한,https://n.news.naver.com/mnews/article/092/0002370896
"라이온하트 스튜디오, ‘발할라 서바이벌’ 길드 콘텐츠 업데이트",라이온하트 스튜디오(의장 김재영)는 자사가 개발하고 서비스하는 핵앤슬래시 로그라이크 모바일 게임 ‘발할라 서바이벌’에서 다양한 콘텐츠 업데이트를 진행했다고 16일 밝혔다. 이번 업데이트에서는 새로운 길드 콘텐츠 ‘길,https://n.news.naver.com/mnews/article/092/0002370895
"코그, '리턴 얼라이브' 글로벌 직접 서비스 개시",코그는 탑다운 익스트렉션 게임 '리턴 얼라이브'를 글로벌 서비스 플랫폼 코그게임즈(KOG Games)를 통해 16일 15시부터 직접 서비스한다.'리턴 얼라이브' 직접 서비스는 글로벌 이용자들에게 보다 나은 게임 경험과 신속한 운영 서비스를 제공하기 위한 노력의 일환이다.회사측은 직접 서비스를...,https://n.news.naver.com/mnews/article/236/0000248460
보스전·플랫폼 최적화·밀착 소통…'카잔' 글로벌 순항 중,넥슨의 하드코어 액션 RPG '퍼스트 버서커: 카잔'이 3월 28일 출시 후 차별화된 게임성으로 호평을 받으며 순항하고 있다. 지난달 25일 얼리 액세스(앞서 해보기) 실시 후 스팀 플랫폼에서 95%의 긍정 리뷰를 ,https://n.news.naver.com/mnews/article/421/0008196854
"LOL 시즌2, 협곡 테마 ‘아이오니아’로 교체…트롤 제재 강화",라이엇게임즈가 ‘리그 오브 레전드(LoL)’ 내 소환사의 협곡 테마를 녹서스에서 아이오니아로 변경한다. 라이엇게임즈는 11일 LOL 시즌2 온라인 프레스 브리핑을 열고 업데이트 정보를 공개했다. 이번 브리핑에는 다니,https://n.news.naver.com/mnews/article/092/0002370887
"한국게임이용자협회, 주요 정당에 게임 이용자 정책 제안서 전달","한국게임이용자협회(이하 협회)가 더불어민주당, 국민의힘, 개혁신당, 진보당 등 주요 정당에 게임 이용자 정책 제안서를 전달했다고 16일 밝혔다. 협회는 지난 14일과 15일 국회를 찾아 강유정 의원(더불어민주당), ",https://n.news.naver.com/mnews/article/138/0002194777
"게임문화축제 ‘GXG 2025’, 9월 판교역 일대서 개최","게임문화재단(이사장 유병한)은 성남시(시장 신상진) 주최, 성남산업진흥원(원장 이의준)과 공동주관하는 게임문화 행사 ‘GXG 2025(Game culture X Generation 2025)’를 오는 9월 19일과 ",https://n.news.naver.com/mnews/article/009/0005477387
"라테일, 시나리오 등 콘텐츠 추가 이룬 '약속의 땅' 업데이트 실시","액토즈소프트는 온라인 액션RPG '라테일'에 약속의 땅 업데이트를 실시했다.이번 업데이트를 통해 다프네가 숨긴 무언가를 찾기 위해 도착한 거인의 전설이 남아 있는 린도스 성지에서 발생하는 사건을 다룬 시나리오를 선보이고, 마녀의 운명을 안고 태어난 NPC 메디아와 린도스 성지 필드가 공개됐다.이와 함께 클라...",https://n.news.naver.com/mnews/article/236/0000248459
"라이온하트 '발할라 서바이벌', 길드 토벌 업데이트",라이온하트 스튜디오(의장 김재영)는 모바일 게임 ‘발할라 서바이벌’의 길드 콘텐츠를 진행했다고 16일 밝혔다. 이번 업데이트에서는 △새로운 길드 콘텐츠 ‘길드 토벌’ △신규 공용 스킬 ‘맨드레이크 소환’ △유일 등급,https://n.news.naver.com/mnews/article/031/0000925043
[게임오늘] ‘아크 레이더스’ 2차 테크니컬 테스트 예고→ ‘검은사막’ 금돼지왕 팔·구·십재시니 난이도 추가,‘아크 레이더스’ 2차 테크니컬 테스트 예고. 넥슨 제공 다양한 게임 신작·업데이트·컬래버레이션·이벤트 등 소식이 유저들의 플레이 재미를 높여주고 있다. 16일 어떤 내용이 새롭게 업데이트됐는지 세계비즈앤스포츠월드가,https://n.news.naver.com/mnews/article/396/0000706439
"‘컴투스프로야구2025’, 출시 10주년 기념 특별 이벤트 실시",컴투스(대표 남재관)는 16일 ‘컴투스프로야구2025’(이하 컴프야2025)의 출시 10주년을 맞이해 특별 이벤트를 실시한다고 밝혔다. 대한민국 레전드 모바일 야구 게임 ‘컴프야2025’는 지난 2015년 4월 16,https://n.news.naver.com/mnews/article/092/0002370876
"도심형 게임축제 GXG 2025, 9월 19~20일 개최 확정",게임문화재단은 성남시가 주최하고 성남산업진흥원과 게임문화재단이 공동 주관하는 도심형 게임문화축제 GXG 2025가 오는 9월 19일부터 20일까지 양일간 판교역 광장 일대에서 열린다고 16일 밝혔다. 올해로 3회째를,https://n.news.naver.com/mnews/article/092/0002370875
"“경쟁보단 협동이 좋아” 마비노기 모바일, MMORPG 새 방향성 제시했다",넥슨 신작 ‘마비노기 모바일’이 세대와 성별을 아우르는 폭넓은 이용자층의 호응을 바탕으로 모바일 다중접속역할수행게임(MMORPG) 시장에 새로운 흐름을 만들어가고 있다. 경쟁 부담감을 줄인 차별화된 콘텐츠가 주효했다,https://n.news.naver.com/mnews/article/138/0002194775
"'발할라 서바이벌', 보스 2종 공략하는 길드 토벌 추가","라이온하트스튜디오는 모바일 액션 게임 '발할라 서바이벌'에 길드 콘텐츠 길드 토벌을 추가했다. 먼저, 길드 토벌은 정해진 기간 동안 단계별로 등장하는 보스 2종을 처치하고, 토벌 단계와 피해를 준 보스 누적 총 피해량을 기준으로 순위를 산정하는 방식의 콘텐츠다. 토벌을 통해 획득한 재화는 아이템으로 교환할...",https://n.news.naver.com/mnews/article/236/0000248458
"‘컴투스프로야구2025’, 출시 10주년 맞아 에픽카드 꾸러미 쏜다",원하는 구단 에픽 선수 카드 획득 가능 최대 ‘등급 상승권’ 지급 이벤트 시작 컴투스가 대한민국 레전드 모바일 야구 게임 ‘컴투스프로야구2025’의 출시 10주년을 맞아 원하는 구단의 에픽 선수 카드를 얻을 수 있는,https://n.news.naver.com/mnews/article/009/0005477341
"컴투스홀딩스 스피릿 테일즈, 네이버웹툰 '호랑이형님' 컬래버레이션",컴투스홀딩스(대표 정철호)는 16일 캐주얼 MMORPG ‘스피릿 테일즈’가 네이버웹툰 ‘호랑이형님’과의 컬래버레이션을 진행한다고 밝혔다. 네이버웹툰의 대표작으로 꼽히는 호랑이형님은 신비한 힘을 지닌 아이를 둘러싼 반,https://n.news.naver.com/mnews/article/092/0002370862
"게임이용자협회, ‘게임 이용자 공약 제안서’ 주요 정당에 전달",한국게임이용자협회가 강유정 더불어민주당 게임특별위원회 위원장(오른쪽)에게 ‘이용자 정책 제안서’를 전달하고 있다. 한국게임이용자협회 제공 한국게임이용자협회는 지난 14~15일에 걸쳐 협회 구성원들의 의견을 취합해 작,https://n.news.naver.com/mnews/article/396/0000706432
"젭, ‘부산교육연구정보원’과 젭 퀴즈 프로 플랜 공급 계약 체결","메타버스 기반 에듀테크 플랫폼 '젭(ZEP, 대표 김원배, 김상엽)'이 ‘부산교육연구정보원’과 계약을 체결하고 부산 지역 내 100개 학교에 '젭 퀴즈(ZEP QUIZ) 프로 플랜'을 제공한다고 16일 밝혔다. 이번",https://n.news.naver.com/mnews/article/092/0002370860
"코그, '리턴 얼라이브' 글로벌 직접 서비스 실시",KOG(대표 이종원)는 16일 탑다운 전략 슈팅 게임 ‘리턴 얼라이브(Return Alive)’를 글로벌 게임 서비스 플랫폼 ‘KOG Games’를 통해 직접 서비스한다고 밝혔다. KOG는 이번 직접 서비스를 통해 ,https://n.news.naver.com/mnews/article/092/0002370857
"'레전드 오브 슬라임' 꺾이자…로드컴플릿, 매출 1000억 증발",모바일 게임 '레전드 오브 슬라임'으로 글로벌 흥행 신화를 쓴 로드컴플릿이 1년만에 매출이 1000억원 이상 감소하며 급격한 하향 곡선을 그리고 있다. 16일 로드컴플릿 감사보고서에 따르면 2024년 연결 기준 영업,https://n.news.naver.com/mnews/article/030/0003303962
"도심형 게임축제 ‘GXG 2025’, 판교서 9월 개최",'GXG 2025'가 9월 개최한다. 게임문화재단 제공 도심형 게임축제 ‘GXG 2025’가 작년보다 확장된 규모로 찾아온다. 게임문화재단에 따르면 GXG 2025(게임 컬처 X 제너레이션 2025)는 오는 9월19,https://n.news.naver.com/mnews/article/396/0000706431
"라인게임즈, 퍼즐 게임 '헬로키티 프렌즈 매치' 사전예약 진행",라인게임즈는 개발 관계사 슈퍼어썸이 개발하는 신작 모바일 매치3 퍼즐 게임 ‘헬로키티 프렌즈 매치’의 소프트론칭을 실시하고 사전예약을 진행한다고 16일 밝혔다. ‘헬로키티 프렌즈 매치’는 올해 라인게임즈가 선보이는 ,https://n.news.naver.com/mnews/article/003/0013187207
"위메이드커넥트, '프리프 유니버스' 24일 국내 서비스 시작",위메이드맥스의 자회사 위메이드커넥트가 글로벌 MMORPG(다중접속역할수행게임) ‘프리프 유니버스(Flyff Universe)’의 한국 정식 서비스를 오는 24일 시작한다고 밝혔다. 2022년 해외 시장에 먼저 선보인,https://n.news.naver.com/mnews/article/003/0013187199
"저니 오브 모나크, 독립 서버 하이네 오픈","엔씨소프트는 방치형 MMORPG '저니 오브 모나크'에 하이네 서버를 추가했다. 하이네 서버는 기존 서버들과 분리된 독립 서버다. 병영과 결투장 콘텐츠 등의 매칭이 해당 서버 내에서만 이루어진다. 신규 이용자는 모두 하이네 서버로만 진입 가능하며, 기존 이용자는 하이네 서버 접속이 제한된다.이와 함께 게임...",https://n.news.naver.com/mnews/article/236/0000248457
"라인게임즈, 매치3 퍼즐 '헬로키티 프렌즈 매치' 소프트론칭",라인게임즈는 개발 관계사 슈퍼어썸이 개발하고 자사가 서비스 예정인 신작 모바일 매치3 퍼즐 타이틀 '헬로키티 프렌즈 매치' 글로벌 소프트론칭을 실시하고 사전예약을 진행한다. 헬로키티 프렌즈 매치는 올해 라인게임즈가 ,https://n.news.naver.com/mnews/article/030/0003303930
"위메이드커넥트, '프리프 유니버스' 24일 국내 출시",위메이드맥스 자회사 위메이드커넥트는 글로벌 다중접속역할수행게임(MMORPG) '프리프 유니버스' 한국 정식 서비스를 24일 시작한다. 2022년 해외 시장에 먼저 선보인 프리프 유니버스는 원작 '프리프 온라인'을 기,https://n.news.naver.com/mnews/article/030/0003303927
"넥슨, PvPvE 서바이벌 신작 '아크 레이더스' 2차 테크니컬 테스트 개시",넥슨은 자회사 엠바크 스튜디오에서 개발 중인 PvPvE 서바이벌 액션 신작 '아크 레이더스'의 두 번째 테크니컬 테스트를 30일부터 개시한다. 아크 레이더스는 콘솔·PC 패키지로 개발 중인 익스트랙션 기반 게임이다.,https://n.news.naver.com/mnews/article/030/0003303921
"플레이위드코리아 '로한2', 2분기 업데이트 로드맵 공개...서버 이전에 신규 지역 추가","플레이위드코리아(대표 김학준)는 플레이위드게임즈가 개발한 MMORPG ‘로한2’의 서버 이전 시스템, 신규 지역 공개, 레벨 제한 장비 등을 포함해 다양한 콘텐츠 업데이트를 예고했다고 16일 밝혔다.. 회사 측에 따",https://n.news.naver.com/mnews/article/092/0002370847
풀뿌리 이스포츠의 중심 '2025 이스포츠 동호인 대회' 시동,한국e스포츠협회는 전국 40개 e스포츠 시설 운영자를 대상으로 '2025 e스포츠 동호인 대회' 사업설명회를 개최했다고 16일 밝혔다. 설명회에는 전국 40개 e스포츠 시설 운영자 16명이 참석했다. 2025년 e스,https://n.news.naver.com/mnews/article/030/0003303920
"게임이용자협회, 국회 주요 정당에 '게임 이용자 정책 제안서' 전달","한국게임이용자협회는 더불어민주당, 국민의힘, 개혁신당, 진보당 등 주요 정당에 게임 이용자 정책 제안서를 전달했다고 16일 밝혔다. 협회는 국회를 방문해 강유정 더불어민주당 의원, 김승수 국민의힘 의원, 천하람 개혁",https://n.news.naver.com/mnews/article/030/0003303918
"라인게임즈, 매치3 퍼즐 '헬로키티 프렌즈 매치' 소프트론칭","라인게임즈(공동대표 박성민, 조동현)는 개발 관계사 슈퍼어썸(대표 조동현)이 개발하고 있는 신작 모바일 매치3 퍼즐 타이틀 ‘헬로키티 프렌즈 매치(Hello Kitty Friends Match)’ 그랜드 론칭에 앞서",https://n.news.naver.com/mnews/article/092/0002370843
"'게임, 문화로 즐기다' GXG 2025, 9월 판교서 개최","게임문화재단은 도심형 게임 축제 'GXG 2025'를 오는 9월 19일부터 20일까지 경기 성남시 판교역 광장 일대에서 개최한다. 성남시가 주최하고 성남산업진흥원, 게임문화재단이 주관하는 GXG(Game cultur",https://n.news.naver.com/mnews/article/030/0003303907
"게임문화축제 'GXG 2025', 9월19일 판교서 개막",'GXG 2025' 로고(제공=게임문화재단). 게임문화재단은 오는 9월19일부터 20일까지 양일간 'GXG 2025(Game culture X Generation 2025)'를 판교역 광장 일대에서 개최한다고 16일 밝혔다. 'GXG 2025'는 성남시(시장 신상진)가 주최하고 성남산업진흥원(원장 이의준)과 게임문화재단(...,https://n.news.naver.com/mnews/article/347/0000185994
방치형 모바일 RPG '땜빵 해적단 키우기' 출시,"게임피아는 방치형 모바일 RPG '땜빵 해적단 키우기 : 방치형 RPG'를 구글플레이, 앱스토어, 원스토어에 출시했다.'땜빵 해적단 키우기 : 방치형 RPG'는 귀여운 땜빵머리 해적 주인공과 동료들이 펼치는 유쾌한 모험을 그린 코믹 게임이다. 게이머는 배가 침몰한 후 다시 잡혀가지 않기 위해...",https://n.news.naver.com/mnews/article/236/0000248456
"매치3 퍼즐 게임 '헬로키티 프렌즈 매치', 필리핀과 캐나다에 소프트론칭","라인게임즈는 개발 관계사 슈퍼어썸이 개발한 모바일 매치3 퍼즐 타이틀 '헬로키티 프렌즈 매치'를 필리핀과 캐나다에 소프트론칭을 실시하고, 사전예약을 진행한다.이 회사는 필리핀과 캐나다 지역을 대상으로 '헬로키티 프렌즈 매치' 소프트론칭을 진행하는 한편 타 국가에 대한 사전예약을 거쳐 올해 상반...",https://n.news.naver.com/mnews/article/236/0000248455
"'검은사막', 고난도 금돼지왕 우두머리 등장",펄어비스는 MMORPG '검은사막'에 금돼지왕 우두머리 신규 난도 팔/구/십재시니를 16일 추가했다.금돼지왕은 게임 내 아침의 나라와 함께 선보인 우두머리 도전 콘텐츠 검은사당에서 등장한다. 게이머는 검은사당 : 동해도편에서 강력해진 우두머리 금돼지왕과 1대1로 실력을 겨뤄볼 수 있다. 팔재시니는 공격력 3...,https://n.news.naver.com/mnews/article/236/0000248454
[콘텐츠 핫&뉴] ‘컴프야 2025’ 출시 10주년 특별 이벤트,컴투스(대표 남재관)가 ‘컴투스프로야구2025’(이하 컴프야2025)의 출시 10주년을 맞이해 특별 이벤트를 실시한다. 모바일 야구 게임 ‘컴프야2025’는 지난 2015년 4월 16일 3D 버전 출시 이후 올해 1,https://n.news.naver.com/mnews/article/009/0005477274
넥슨 '퍼스트 버서커: 카잔' 글로벌 순항…인기 비결 세 가지는?,넥슨의 신작 '퍼스트 버서커: 카잔'이 순항하고 있다. 지난달 25일 얼리 액세스 실시 후 스팀에서 95%의 긍정 리뷰를 통해 '압도적으로 긍정적' 평가를 받은 데 이어 정식 출시 후에는 글로벌 인기 게임 최고 2위,https://n.news.naver.com/mnews/article/031/0000924998
"위메이드커넥트, '프리프 유니버스' 4월 24일 韓 서비스","위메이드맥스(각자대표 손면석, 이길형)의 자회사 위메이드커넥트(대표 이호대)는 글로벌 MMORPG ‘프리프 유니버스(Flyff Universe)’의 한국 정식 서비스를 24일 시작한다고 밝혔다. 2022년 해외 시장",https://n.news.naver.com/mnews/article/092/0002370835
"[차트-모바일]""롱런 이어가는 '마비노기 모바일' 차트 상위권 유지""",■ 아이폰 게임 순위이번 주 아이폰 무료 게임 순위에서는 넥슨의 MMORPG '마비노기 모바일'이 꾸준한 인기에 힘입어 5위 자리를 지켰다.현재 롱런을 이어가고 있는 '마비노기 모바일'은 경쟁을 유도하는 기존 MMORPG와 달리 나만의 템포에 맞춰 판타지 라이프를 즐길 수 있는 콘테츠로 인기를...,https://n.news.naver.com/mnews/article/236/0000248453
"라인게임즈, `헬로키티 프렌즈 매치` 필리핀·캐나다에 소프트 론칭",상반기 중 국내 포함 글로벌 서비스 시작 라인게임즈는 신작 모바일 퍼즐 게임 '헬로키티 프렌즈 매치'를 필리핀과 캐나다에 소프트 론칭하고 사전예약을 실시한다고 16일 밝혔다. '헬로키티 프렌즈 매치'는 라인게임즈의 ,https://n.news.naver.com/mnews/article/029/0002948500
"TL, 1인 던전 ‘카일로스의 환상회랑’에 보스와 맵 추가","엔씨소프트는 MMORPG '쓰론 앤 리버티(이하 TL)'의 TL은 1인 던전 카일로스의 환상회랑에 보스와 맵을 추가했다.이번 업데이트에 따라 게이머는 오는 22일까지 재앙의 거목 전사: 베렌스, 붉은 달의 살수: 마르타 공략에 도전할 수 있다. 일반, 도전, 극한 등 3단계의 난도로 구성돼 보스 몬스터의 패...",https://n.news.naver.com/mnews/article/236/0000248452
모바일 배구 게임 '더 스파이크 크로스' 1억 다운로드 돌파,"선시안은 모바일 배구 게임 '더 스파이크 크로스'의 누적 다운로드 수가 최근 1억 건을 돌파했다고 16일 밝혔다.최근 글로벌 1억 다운로드를 기록한 '더 스파이크 크로스'는 3대 3 스타일의 배구 경기 룰을 기반으로, 역동적이고 속도감 있게 전개되는 흐름 속에 각 포지션의 장점을 살려, 상대편...",https://n.news.naver.com/mnews/article/236/0000248451
"출시 10주년 맞은 '컴투스프로야구2025', 기념 이벤트 실시",컴투스는 모바일 야구 게임 '컴투스프로야구2025(이하 컴프야2025)'의 출시 10주년을 맞아 이벤트를 실시한다.'컴프야2025'는 지난 2015년 4월 16일 3D 버전 출시 이후 올해 10번째 생일을 맞이했다. 올 시즌에는 각 구단을 대표해 뛰어난 활약을 펼친 선수들로 구성된 에픽 선수...,https://n.news.naver.com/mnews/article/236/0000248450
"도심형 게임축제 GXG 2025, 오는 9월 개최","성남시가 주최하고 성남산업진흥원과 게임문화재단이 주관하는 GXG 2025(Game culture X Generation 2025)가 오는 9월 19일부터 9월 20일 까지 양일간 개최된다. '게임, 문화로 즐기다!'라는 슬로건 아래 3회차를 맞이한 GXG 2025는 작년보다 확장된 판교역 광장 일대에서 열릴...",https://n.news.naver.com/mnews/article/236/0000248449
"'복싱스타 X', 초월 장비 얻는 한계 돌파 시스템 업데이트",디랩스게임즈는 라인·텔레그램 등 소셜 미디어 기반 웹3(블록체인) 게임 '복싱스타 X'에 게임 내 최고 등급인 초월 장비를 포함한 업데이트를 진행했다.이번 업데이트를 통해 기존 전설 장비(35레벨)를 한층 상위 개념으로 확장하는 한계 돌파 시스템을 선보였다. 이를 통해 게이머는 전설 장비를 초월...,https://n.news.naver.com/mnews/article/236/0000248448
"'로한2', 2분기 콘텐츠 로드맵 공개","플레이위드코리아는 MMORPG '로한2'의 공식 개시판을 통해 2분기 콘텐츠 로드맵을 공개했다.우선, 오는 6월까지 순차적으로 서버 이전 기능, 리옴 지역, 120 레벨 제한 장비, 콘텐츠 편의성 강화, 암흑도약을 선보일 예정이다.오는 23일 진행 예정인 서버 이전 시스템은 서버 내 모든 정보를 다른 서버로...",https://n.news.naver.com/mnews/article/236/0000248447
"넷마블, ‘쿵야 레스토랑즈’ 카카오 이모티콘 7탄 출시",넷마블(대표 김병규)은 콘텐츠 마케팅 자회사 엠엔비(대표 배민호)가 ‘쿵야 레스토랑즈’ 카카오 이모티콘 7탄 ‘이거 완전 럭키쿵야잖아’를 출시했다고 16일 밝혔다. 7번째로 선보이는 이번 이모티콘은 반복되는 일상에서,https://n.news.naver.com/mnews/article/009/0005477249
